name,size,taskid,stage,activeView,updateId,parallel,view,count,time
gaia,10000000,0,load,none,-1,true,false,1,2027.764165999999
gaia,10000000,1,init,none,-1,true,false,7,1645.8702500000018
gaia,10000000,2,create,mag,-1,true,false,3,1173.387584
gaia,10000000,3,create,par,-1,true,false,3,1170.812791999997
gaia,10000000,4,create,sky,-1,true,false,3,1568.4136670000007
gaia,10000000,5,create,hrd,-1,true,false,3,1534.8922090000015
gaia,10000000,6,update,mag,0,true,false,3,2.275958999998693
gaia,10000000,7,update,mag,1,true,false,3,0.8999169999988226
gaia,10000000,8,update,mag,2,true,false,3,2.1572090000008757
gaia,10000000,9,update,mag,3,true,false,3,1.398791000003257
gaia,10000000,10,update,mag,4,true,false,3,1.4133750000000873
gaia,10000000,11,update,mag,5,true,false,3,1.9072080000005371
gaia,10000000,12,update,mag,6,true,false,3,1.4921250000006694
gaia,10000000,13,update,mag,7,true,false,3,1.4000830000004498
gaia,10000000,14,update,mag,8,true,false,3,1.3563749999993888
gaia,10000000,15,update,mag,9,true,false,3,1.3642080000026908
gaia,10000000,16,update,mag,10,true,false,3,1.3512919999993755
gaia,10000000,17,update,mag,11,true,false,3,1.1972500000010768
gaia,10000000,18,update,mag,12,true,false,3,1.2425829999992857
gaia,10000000,19,update,mag,13,true,false,3,1.2920000000012806
gaia,10000000,20,update,mag,14,true,false,3,1.9239999999990687
gaia,10000000,21,update,mag,15,true,false,3,1.4397920000010345
gaia,10000000,22,update,mag,16,true,false,3,1.4092500000006112
gaia,10000000,23,update,mag,17,true,false,3,1.4387089999981981
gaia,10000000,24,update,mag,18,true,false,3,1.4202500000028522
gaia,10000000,25,update,mag,19,true,false,3,1.4722080000028654
gaia,10000000,26,update,mag,20,true,false,3,1.4584580000009737
gaia,10000000,27,update,mag,21,true,false,3,1.4600419999987935
gaia,10000000,28,update,mag,22,true,false,3,1.5182500000009895
gaia,10000000,29,update,mag,23,true,false,3,1.6407500000022992
gaia,10000000,30,update,mag,24,true,false,3,1.615166000003228
gaia,10000000,31,update,mag,25,true,false,3,1.2799579999991693
gaia,10000000,32,update,mag,26,true,false,3,1.2195419999989099
gaia,10000000,33,update,mag,27,true,false,3,1.1995829999978014
gaia,10000000,34,update,mag,28,true,false,3,1.2036670000015874
gaia,10000000,35,update,mag,29,true,false,3,1.210958000003302
gaia,10000000,36,update,mag,30,true,false,3,1.196416999999201
gaia,10000000,37,update,mag,31,true,false,3,1.5252919999984442
gaia,10000000,38,update,mag,32,true,false,3,1.3386250000003201
gaia,10000000,39,update,mag,33,true,false,3,1.5617079999974521
gaia,10000000,40,update,mag,34,true,false,3,1.4567080000015267
gaia,10000000,41,update,mag,35,true,false,3,1.2955829999991693
gaia,10000000,42,update,mag,36,true,false,3,1.2732499999983702
gaia,10000000,43,update,mag,37,true,false,3,1.2637090000025637
gaia,10000000,44,update,mag,38,true,false,3,1.2495000000017171
gaia,10000000,45,update,mag,39,true,false,3,1.2503749999996217
gaia,10000000,46,update,mag,40,true,false,3,1.2430830000012065
gaia,10000000,47,update,mag,41,true,false,3,1.2423329999983252
gaia,10000000,48,update,mag,42,true,false,3,1.2649169999967853
gaia,10000000,49,update,mag,43,true,false,3,1.5449579999985872
gaia,10000000,50,update,mag,44,true,false,3,1.2391669999997248
gaia,10000000,51,update,mag,45,true,false,3,1.228040999998484
gaia,10000000,52,update,mag,46,true,false,3,1.2283750000024156
gaia,10000000,53,update,mag,47,true,false,3,1.3489169999993464
gaia,10000000,54,update,mag,48,true,false,3,1.3056669999969017
gaia,10000000,55,update,mag,49,true,false,3,1.2737919999999576
gaia,10000000,56,update,mag,50,true,false,3,1.2559580000015558
