condition,name,size,taskid,stage,activeView,updateId,parallel,view,count,time
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,477.1
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,583.9
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,580.9
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,473.7
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,569.9
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,487.6
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,487.2
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,489.5
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,485.0
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,473.3
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,472.8
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,470.9
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,566.7
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,490.7
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,471.5
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,571.6
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,467.8
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,488.0
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,575.1
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,481.3
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,572.5
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,575.5
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,604.4
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,484.8
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,554.0
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,499.2
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,495.3
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,494.7
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,585.0
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,473.3
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,473.6
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,582.4
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,482.8
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,571.4
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,572.5
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,500.0
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,475.7
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,555.2
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,473.0
vegaFusion,flights,500000,-1,update,none,-1,false,false,1,472.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,678.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,488.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,482.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,473.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,452.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,448.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,457.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,456.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,436.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,458.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,433.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,458.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,436.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,437.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,454.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,442.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,438.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,429.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,437.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,459.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,430.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,444.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,456.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,437.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,439.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,441.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,452.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,472.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,461.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,476.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,455.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,474.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,473.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,452.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,457.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,464.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,479.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,438.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,476.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,478.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,468.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,444.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,454.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,457.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,443.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,476.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,478.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,467.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,478.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,455.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,471.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,440.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,448.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,439.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,459.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,462.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,440.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,463.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,438.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,442.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,471.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,463.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,437.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,435.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,440.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,445.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,452.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,445.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,459.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,440.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,464.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,462.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,448.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,461.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,439.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,464.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,466.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,462.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,467.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,445.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,461.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,470.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,465.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,470.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,448.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,443.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,463.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,463.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,461.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,442.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,468.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,455.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,448.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,443.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,452.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,462.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,459.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,443.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,442.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,442.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,464.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,439.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,469.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,465.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,447.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,462.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,448.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,445.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,450.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,456.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,438.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,464.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,440.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,446.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,469.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,447.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,466.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,459.9
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,463.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,451.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,447.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,455.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,464.2
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,445.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,441.8
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,468.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,445.3
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,465.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,469.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,453.5
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,449.4
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,460.6
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,438.1
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,447.0
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,474.7
vegaFusion,flights,50000,-1,update,none,-1,false,false,1,444.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,730.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,710.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,693.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,586.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,573.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,589.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,612.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,743.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,722.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,573.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,707.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,693.6
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,554.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,742.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,712.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,573.4
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,561.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,684.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,549.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,600.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,703.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,566.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,717.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,568.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,597.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,562.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,580.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,601.4
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,736.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,550.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,743.6
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,616.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,584.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,581.9
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,741.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,575.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,556.4
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,575.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,584.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,730.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,572.6
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,735.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,588.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,608.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,599.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,739.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,726.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,555.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,570.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,560.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,728.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,565.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,565.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,726.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,579.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,583.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,766.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,584.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,585.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,733.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,572.1
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,607.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,592.4
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,602.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,587.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,586.6
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,585.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,556.5
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,746.3
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,719.0
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,577.8
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,742.2
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,736.4
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,568.7
vegaFusion,flights,1000000,-1,update,none,-1,false,false,1,724.7
